gid,awa_aws_0_12,awa_aws_12_24,awa_aws_24_36,awa_aws_36_48,aws0_12_g80,aws12_24_g80,aws24_36_g80,aws36_48_g80,aws0_12_l20,aws12_24_l20,aws24_36_l20,aws36_48_l20,range_alg_0_12in,range_alg_12_24in,range_alg_24_36in,range_alg_36_48in
837,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0,0,0,0
838,2.284458131,0.850652276,0.807114951,0.834172391,2.284458131,0.850652276,0.807114951,0.834172391,2.74,0.92,0.9,0.93,0.4555,0.0693,0.0929,0.0958
839,2.818135837,1.081691355,0.948394952,0.947548894,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.0781,0.1617,0.0484,0.0175
840,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
841,2.66195723,1.589048488,1.345662197,1.361096446,2.66195723,1.589048488,1.345662197,1.361096446,2.627862074,1.390979289,1.208379297,1.249593089,0.0341,0.1981,0.1373,0.1115
842,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0,0,0,0
843,2.919982872,2.469996513,1.92999726,1.800002948,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
844,2.522260317,1.573216351,1.326010575,1.370210928,2.522260317,1.573216351,1.326010575,1.370210928,2.522261062,1.573216815,1.326010967,1.370211332,0,0,0,0
845,2.866747761,2.457711063,1.93409633,1.820481676,2.866747761,2.457711063,1.93409633,1.820481676,2.866747739,2.457711044,1.934096314,1.820481662,0,0,0,0
846,2.961726382,2.445993641,1.894217154,1.762410809,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0417,0.024,0.0358,0.0376
847,2.131396026,1.476872837,1.216741826,1.258698441,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.4086,0.2831,0.2333,0.2413
848,2.516630023,2.364842485,1.864029212,1.854396568,2.516630023,2.364842485,1.864029212,1.854396568,2.508259816,2.362659602,1.862659602,1.855524317,0.0084,0.0022,0.0014,0.0011
849,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0,0,0,0
850,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0
851,3.91636481,2.475062977,1.481061781,1.252441506,3.9400001,2.49,1.49,1.26,3.9400001,2.49,1.49,1.26,0.0236,0.0149,0.0089,0.0076
852,3.011420272,1.275108072,1.033448275,1.004640574,3.011420272,1.275108072,1.033448275,1.004640574,3.011420173,1.27510803,1.033448241,1.004640541,0,0,0,0
853,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
854,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
855,2.534211323,1.755988948,1.44669544,1.49658149,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0058,0.004,0.0033,0.0034
856,2.897348731,2.464773827,1.931742274,1.808711529,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0227,0.0052,0.0017,0.0087
857,2.860753339,2.489758583,1.936589346,1.813172887,2.860753339,2.489758583,1.936589346,1.813172887,2.860745274,2.489751565,1.936583887,1.813167776,0,0,0,0
858,2.590919267,1.296254011,1.14037268,1.179168341,2.590919267,1.296254011,1.14037268,1.179168341,2.644082835,1.322852094,1.163772205,1.203363921,0.0532,0.0266,0.0234,0.0242
859,2.884130632,2.466816726,1.933067808,1.812329272,2.884130632,2.466816726,1.933067808,1.812329272,2.890168222,2.463115749,1.932294704,1.81147379,0.006,0.0037,0.0008,0.0009
860,2.918791403,2.445600637,1.889604663,1.783925721,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.1288,0.0056,0.0504,0.0661
861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,2.404348506,1.666005264,1.372561155,1.41989085,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.1357,0.094,0.0774,0.0801
863,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0
864,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
865,2.5685054,1.760619956,1.44225431,1.491944481,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0285,0.0006,0.0077,0.0081
866,2.840329482,2.451614448,1.936128407,1.830642359,2.840329482,2.451614448,1.936128407,1.830642359,2.840329641,2.451614585,1.936128515,1.830642461,0,0,0,0
867,2.281360549,1.178111483,1.029053029,1.06411194,2.281360549,1.178111483,1.029053029,1.06411194,2.635056502,1.360762692,1.18859462,1.22908897,0.3537,0.1827,0.1595,0.165
868,2.523998525,1.748912364,1.4408653,1.49055031,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.016,0.0111,0.0091,0.0094
869,3.321767578,1.953593604,1.226342288,1.241815271,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0.0618,0.0536,0.0263,0.0018
870,1.09038924,0.948194447,0.751704971,0.714217509,1.09038924,0.948194447,0.751704971,0.714217509,1.011154733,0.884307401,0.703096875,0.670478945,0.0792,0.0639,0.0486,0.0437
871,2.812491732,2.46799858,1.917172188,1.796980882,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0.0175,0.032,0.0228,0.023
872,2.892768468,1.119872055,0.975111156,0.972011326,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.1528,0.1999,0.0751,0.042
873,2.391891246,1.657373462,1.365449727,1.412534201,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.1481,0.1026,0.0846,0.0875
874,2.738608912,2.25255138,1.800268823,1.743878033,2.738608912,2.25255138,1.800268823,1.743878033,2.707274612,2.214987011,1.777858306,1.734184456,0.0313,0.0376,0.0224,0.0097
875,3.108936702,1.814391254,1.27703171,1.320112977,3.108936702,1.814391254,1.27703171,1.320112977,3.108935841,1.814390751,1.277031357,1.320112611,0,0,0,0
876,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
877,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
878,2.509762127,1.586118665,0.949123217,0.802614264,2.509762127,1.586118665,0.949123217,0.802614264,2.518610947,1.591710939,0.952469598,0.80544409,0.0088,0.0056,0.0033,0.0028
879,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
880,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0,0,0,0
881,2.627321059,1.393248991,1.20986535,1.251133181,2.627321059,1.393248991,1.20986535,1.251133181,2.6273216,1.393249278,1.209865599,1.251133439,0,0,0,0
882,2.714521188,0.91144507,0.891631047,0.921352082,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.0255,0.0086,0.0084,0.0086
883,2.678197498,1.02795495,0.967053981,0.999525579,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.0618,0.108,0.0671,0.0695
884,2.876514027,2.48449554,1.934831912,1.809663751,2.876514027,2.48449554,1.934831912,1.809663751,2.876513847,2.484495385,1.934831792,1.809663639,0,0,0,0
885,2.896031009,1.134561162,0.978463848,0.972218335,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.156,0.2146,0.0785,0.0422
886,4.795004263,3.470446221,2.927825931,2.687897393,4.795004263,3.470446221,2.927825931,2.687897393,2.734692255,2.123767013,1.695926943,1.653704372,2.0603,1.3467,1.2319,1.0342
887,3.191987726,2.470256241,1.803682449,1.652235072,3.191987726,2.470256241,1.803682449,1.652235072,3.29031522,2.477261081,1.770256159,1.603950819,0.0983,0.007,0.0334,0.0483
888,2.774040574,2.423807567,1.926221598,1.835780032,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.016,0.0162,0.0138,0.0142
889,2.850837632,2.411496133,1.884286355,1.757365603,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0692,0.0585,0.0457,0.0426
890,2.873054705,2.485648688,1.935216316,1.810432522,2.873054705,2.485648688,1.935216316,1.810432522,2.87305449,2.485648502,1.935216172,1.810432387,0,0,0,0
891,2.821437774,2.44724655,1.937504646,1.837829004,2.821437774,2.44724655,1.937504646,1.837829004,2.821673753,2.447309398,1.937563611,1.837817797,0.0002,0.0001,0.0001,0
892,3.033234266,1.767835922,1.116527951,1.153745549,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0.2268,0.1322,0.0835,0.0863
893,3.439148135,1.79250981,1.199999593,1.239999579,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0.0209,0.0125,0,0
894,2.210321434,1.515497576,1.250895063,1.294012394,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.3297,0.2445,0.1991,0.206
895,2.529622405,1.345737295,1.167792251,1.207630624,2.529622405,1.345737295,1.167792251,1.207630624,2.626378415,1.397210658,1.212459359,1.253821518,0.0968,0.0515,0.0447,0.0462
896,2.892262168,2.47860639,1.933043315,1.806348337,2.892262168,2.47860639,1.933043315,1.806348337,2.893162007,2.478946011,1.932981963,1.805964037,0.0009,0.0003,0.0001,0.0004
897,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0
898,2.829546789,2.449125734,1.936957369,1.834788878,2.829546789,2.449125734,1.936957369,1.834788878,2.829547592,2.44912643,1.936957919,1.834789399,0,0,0,0
899,3.323219735,1.976505817,1.368057532,1.290958666,3.323219735,1.976505817,1.368057532,1.290958666,3.722970781,2.168977533,1.358878147,1.250957114,0.3998,0.1925,0.0092,0.04
900,2.640684906,2.383820552,1.888136902,1.835427415,2.640684906,2.383820552,1.888136902,1.835427415,2.663447554,2.405260188,1.905260188,1.852481421,0.0228,0.0214,0.0171,0.0171
901,2.883852923,2.434100627,1.866655014,1.762104849,2.883852923,2.434100627,1.866655014,1.762104849,2.8299999,2.5,1.9400001,1.8200001,0.0539,0.0659,0.0733,0.0579
902,2.864008406,2.489341333,1.93374202,1.810718262,2.864008406,2.489341333,1.93374202,1.810718262,2.857992233,2.490669243,1.936889786,1.813779564,0.006,0.0013,0.0031,0.0031
903,2.644998142,1.319007735,1.161255063,1.200755247,2.644998142,1.319007735,1.161255063,1.200755247,2.644998157,1.319007742,1.161255069,1.200755254,0,0,0,0
904,4.724280871,2.502963624,1.924271149,1.260000159,4.724280871,2.502963624,1.924271149,1.260000159,4.724280277,2.502963309,1.924270906,1.26,0,0,0,0
905,2.664716199,0.898550329,0.87591411,0.904193922,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.0753,0.0214,0.0241,0.0258
906,2.478365685,2.352690827,1.840292953,1.841403159,2.478365685,2.352690827,1.840292953,1.841403159,2.478365758,2.352690896,1.840293007,1.841403213,0,0,0,0
907,2.917235329,2.469361044,1.930211457,1.801061851,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0028,0.0006,0.0002,0.0011
908,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
909,2.870219911,2.458512775,1.933829775,1.819146966,2.870219911,2.458512775,1.933829775,1.819146966,2.87021917,2.45851214,1.933829276,1.819146497,0,0,0,0
910,2.492714869,0.838715044,0.819959364,0.847294549,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.2473,0.0813,0.08,0.0827
911,3.256320596,1.952189062,1.372299293,1.276897722,3.256320596,1.952189062,1.372299293,1.276897722,3.30391233,1.910555356,1.326012662,1.228477989,0.0476,0.0416,0.0463,0.0484
912,2.768098833,1.878937024,1.456516427,1.460896388,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.2281,0.1189,0.0065,0.0391
913,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
914,2.649611887,1.299630122,1.148567343,1.187606155,2.649611887,1.299630122,1.148567343,1.187606155,2.649611877,1.299630117,1.148567338,1.18760615,0,0,0,0
915,2.49501607,1.414997384,1.211319039,1.252756901,2.49501607,1.414997384,1.211319039,1.252756901,2.607019554,1.478517871,1.265696225,1.30899427,0.112,0.0635,0.0544,0.0562
916,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0
917,2.915558303,2.468975216,1.930341874,1.801708776,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0044,0.001,0.0003,0.0017
918,2.606857211,1.794861207,1.451910045,1.488538539,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0669,0.0349,0.0019,0.0115
919,3.254089501,1.896555231,1.197824356,1.237751835,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0.0059,0.0034,0.0022,0.0022
920,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
921,2.895569076,2.46436213,1.931879288,1.809396598,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0244,0.0056,0.0019,0.0094
922,2.827500064,2.448654102,1.937115636,1.835577197,2.827500064,2.448654102,1.937115636,1.835577197,2.827499786,2.448653861,1.937115446,1.835577017,0,0,0,0
923,1.068950529,0.904214971,0.70653231,0.658942084,1.068950529,0.904214971,0.70653231,0.658942084,1.068950254,0.904214738,0.706532127,0.658941915,0,0,0,0
924,2.832079,2.499303942,1.939767103,1.819535924,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0.0021,0.0007,0.0002,0.0005
925,2.739335428,2.142929167,1.710373237,1.664888302,2.739335428,2.142929167,1.710373237,1.664888302,2.736710596,2.127538122,1.698476425,1.655297798,0.0026,0.0154,0.0119,0.0096
926,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0
927,5.024115359,2.761731429,1.808030006,1.601980164,5.024115359,2.761731429,1.808030006,1.601980164,5.296149533,2.817446323,1.811650812,1.58744638,0.272,0.0557,0.0036,0.0145
928,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
929,2.667483944,1.224567409,1.099419136,1.136670741,2.667483944,1.224567409,1.099419136,1.136670741,2.66748395,1.224567411,1.099419138,1.136670743,0,0,0,0
930,2.537336482,1.758154413,1.448479488,1.498427056,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0027,0.0018,0.0015,0.0016
931,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
932,2.825441377,2.448176157,1.937270563,1.836364336,2.825441377,2.448176157,1.937270563,1.836364336,2.825445606,2.448179822,1.937273462,1.836367085,0,0,0,0
933,7.255080072,4.802376434,3.940011309,1.645673398,7.255080072,4.802376434,3.940011309,1.645673398,7.287461979,4.826683163,3.960462667,1.652420023,0.0324,0.0243,0.0205,0.0067
934,2.914109506,2.468639973,1.930452234,1.80226453,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0059,0.0014,0.0005,0.0023
935,2.849317274,2.446942002,1.927344059,1.816206154,2.849317274,2.446942002,1.927344059,1.816206154,2.860060104,2.45616775,1.934610758,1.823053827,0.0107,0.0092,0.0073,0.0068
936,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
937,1.943467668,1.279661313,1.063990808,1.100609326,1.943467668,1.279661313,1.063990808,1.100609326,1.88493081,1.30609379,1.076043179,1.113148116,0.0585,0.0264,0.0121,0.0125
938,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0,0,0,0
939,2.502401802,1.733947705,1.428536462,1.47779634,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0376,0.0261,0.0215,0.0222
940,2.608709103,0.875916925,0.856875253,0.885437761,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.1313,0.0441,0.0431,0.0446
941,6.970214812,4.425404169,4.708723844,4.581710252,6.970214812,4.425404169,4.708723844,4.581710252,5.8400002,4.1199999,5.0999999,4.71,1.1302,0.3054,0.3913,0.1283
942,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0
943,2.68737051,2.408853126,1.887928308,1.827190581,2.68737051,2.408853126,1.887928308,1.827190581,2.670341629,2.403684479,1.87928807,1.823405478,0.017,0.0052,0.0086,0.0038
944,2.686238871,0.901948818,0.882341235,0.911752609,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.0538,0.0181,0.0177,0.0182
945,2.597695487,1.034583489,0.949797217,0.975299966,2.597695487,1.034583489,0.949797217,0.975299966,2.74,0.92,0.9,0.93,0.1423,0.1146,0.0498,0.0453
946,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
947,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0
948,2.800914237,2.441003462,1.937921958,1.844719172,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0109,0.001,0.0021,0.0053
949,4.154844409,2.424046983,1.554480271,1.29577005,4.154844409,2.424046983,1.554480271,1.29577005,3.9400001,2.49,1.49,1.26,0.2148,0.066,0.0645,0.0358
950,1.920230598,1.213546718,0.726178558,0.614083881,1.920230598,1.213546718,0.726178558,0.614083881,1.952725995,1.234083148,0.738467426,0.62447581,0.0325,0.0205,0.0123,0.0104
951,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0,0,0,0
952,2.34300249,0.786701566,0.769599358,0.79525267,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.397,0.1333,0.1304,0.1347
953,2.916132032,2.469106324,1.930296191,1.80148601,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0039,0.0009,0.0003,0.0015
954,2.86292586,2.489024803,1.93634166,1.81268327,2.86292586,2.489024803,1.93634166,1.81268327,2.862925778,2.489024732,1.936341604,1.812683218,0,0,0,0
955,2.424881539,1.464171119,1.237639629,1.280088454,2.424881539,1.464171119,1.237639629,1.280088454,2.587112391,1.562127958,1.320440925,1.365729685,0.1622,0.098,0.0828,0.0856
956,2.526814977,1.559553565,1.317100102,1.361003439,2.526814977,1.559553565,1.317100102,1.361003439,2.526815393,1.559553822,1.317100319,1.361003663,0,0,0,0
957,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
958,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
959,3.046853368,1.775773435,1.121541117,1.158925821,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0.2131,0.1242,0.0785,0.0811
960,2.6327502,1.370450151,1.194937622,1.235662627,2.6327502,1.370450151,1.194937622,1.235662627,2.63274999,1.370450041,1.194937527,1.235662528,0,0,0,0
961,2.510708502,1.227424528,1.08558992,1.122482513,2.510708502,1.227424528,1.08558992,1.122482513,2.650528748,1.295779258,1.146045943,1.184993068,0.1398,0.0684,0.0605,0.0625
962,2.852186505,2.340565973,1.842535459,1.744825878,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0678,0.1294,0.0875,0.0552
963,2.879266764,1.102207221,0.968472801,0.968298365,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.1393,0.1822,0.0685,0.0383
964,2.882696382,2.48243458,1.934144854,1.808289763,2.882696382,2.48243458,1.934144854,1.808289763,2.882696353,2.482434555,1.934144834,1.808289745,0,0,0,0
965,10.62448479,5.725247989,4.868834542,2.424682127,10.62448479,5.725247989,4.868834542,2.424682127,10.74975408,5.798304905,4.930430141,2.451497497,0.1253,0.0731,0.0616,0.0268
966,2.672754151,2.127272231,1.713417679,1.685897342,2.672754151,2.127272231,1.713417679,1.685897342,2.674127394,2.124826564,1.712889745,1.687778351,0.0014,0.0024,0.0005,0.0019
967,2.853237101,2.454593833,1.935136353,1.825679059,2.853237101,2.454593833,1.935136353,1.825679059,2.853236123,2.454592992,1.935135689,1.825678433,0,0,0,0
968,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
969,2.53071432,2.36684157,1.852898798,1.83854425,2.53071432,2.36684157,1.852898798,1.83854425,2.515861934,2.362650817,1.847909411,1.837887947,0.0149,0.0042,0.005,0.0007
970,11.57959906,7.814302576,7.131210346,2.149916818,11.57959906,7.814302576,7.131210346,2.149916818,11.72467497,7.924062984,7.235173306,2.172590615,0.1451,0.1098,0.104,0.0227
971,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
972,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
973,0.308753325,0.213939312,0.176256819,0.182334641,0,0,0,0,0,0,0,0,0.3088,0.2139,0.1763,0.1823
974,2.517720344,2.364690362,1.860705427,1.85061196,2.517720344,2.364690362,1.860705427,1.85061196,2.473210188,2.353038129,1.853038129,1.856211565,0.0445,0.0117,0.0077,0.0056
975,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
976,3.438956996,1.79262992,1.200001282,1.240001324,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0.021,0.0126,0,0
977,2.613478802,1.451385614,1.247930975,1.290583012,2.613478802,1.451385614,1.247930975,1.290583012,2.613479521,1.451386013,1.247931318,1.290583366,0,0,0,0
978,2.526515369,2.302125962,1.820200655,1.779117925,2.526515369,2.302125962,1.820200655,1.779117925,2.617807559,2.392731553,1.892731553,1.853376322,0.0913,0.0906,0.0725,0.0743
979,2.799391085,1.810437343,1.359933997,1.406331355,2.799391085,1.810437343,1.359933997,1.406331355,2.79939067,1.810437075,1.359933795,1.406331147,0,0,0,0
980,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0
981,3.350160539,1.845903948,1.200000085,1.240000087,3.350160539,1.845903948,1.200000085,1.240000087,3.350160303,1.845903818,1.2,1.24,0,0,0,0
982,2.117550115,1.555613296,1.08500783,0.984797947,2.117550115,1.555613296,1.08500783,0.984797947,2.118370944,1.5562163,1.085428413,0.985179686,0.0008,0.0006,0.0004,0.0004
983,2.794948,1.892937033,1.457283821,1.45629406,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.2549,0.1329,0.0073,0.0437
984,2.895277534,2.464295196,1.931902128,1.809509291,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0247,0.0057,0.0019,0.0095
985,2.283171325,2.30084208,1.800643936,1.859702318,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0032,0.0008,0.0006,0.0003
986,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0,0,0,0
987,2.899017031,2.465785095,1.931652118,1.807889954,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.021,0.0042,0.0017,0.0079
988,2.919948475,2.469987874,1.930003616,1.800019509,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0001,0,0,0
989,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0
990,1.015331495,0.858859146,0.671092334,0.625889256,1.015331495,0.858859146,0.671092334,0.625889256,1.015331316,0.858858994,0.671092216,0.625889146,0,0,0,0
991,3.622709229,2.289478617,1.370009293,1.158531349,3.9400001,2.49,1.49,1.26,3.9400001,2.49,1.49,1.26,0.3173,0.2005,0.12,0.1015
992,2.617400131,1.669655437,1.392397616,1.406797138,2.617400131,1.669655437,1.392397616,1.406797138,2.560810239,1.457569284,1.250588663,1.292274952,0.0566,0.2121,0.1418,0.1145
993,2.850452763,2.453950658,1.935349771,1.826748919,2.850452763,2.453950658,1.935349771,1.826748919,2.850452799,2.453950689,1.935349795,1.826748941,0,0,0,0
994,2.594544688,1.762825761,1.434461493,1.483839952,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0545,0.0028,0.0155,0.0162
995,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0
996,2.821668209,2.44731092,1.937567398,1.837824488,2.821668209,2.44731092,1.937567398,1.837824488,2.821663808,2.447307103,1.937564376,1.837821622,0,0,0,0
997,2.892685594,2.479113678,1.933040702,1.80607621,2.892685594,2.479113678,1.933040702,1.80607621,2.892678149,2.479107297,1.933035726,1.806071562,0,0,0,0
998,3.146480383,2.474445277,1.832308477,1.680104896,3.146480383,2.474445277,1.832308477,1.680104896,3.146474531,2.474440675,1.83230507,1.680101772,0,0,0,0
999,2.787537214,2.394500738,1.886291533,1.777826196,2.787537214,2.394500738,1.886291533,1.777826196,2.859056793,2.455936218,1.934687937,1.823439715,0.0715,0.0614,0.0484,0.0456
1000,1.024422861,0.887694113,0.70246591,0.665904482,1.024422861,0.887694113,0.70246591,0.665904482,0.847358224,0.741058836,0.589202523,0.561868357,0.1771,0.1466,0.1133,0.104
1001,2.272514199,1.381888479,1.166468625,1.206487902,2.272514199,1.381888479,1.166468625,1.206487902,2.54,1.76,1.45,1.5,0.2675,0.3781,0.2835,0.2935
1002,2.864942308,2.488353232,1.936117983,1.812235579,2.864942308,2.488353232,1.936117983,1.812235579,2.864941746,2.488352744,1.936117604,1.812235224,0,0,0,0
1003,2.348165968,0.788435288,0.771295391,0.797005237,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.3918,0.1316,0.1287,0.133
1004,2.61234799,1.456138852,1.251043306,1.293808517,2.61234799,1.456138852,1.251043306,1.293808517,2.612347904,1.456138804,1.251043265,1.293808474,0,0,0,0
1005,2.107180984,1.46009391,1.202918278,1.244398219,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.4328,0.2999,0.2471,0.2556
1006,2.837367919,1.706174112,1.190050343,1.230222122,2.837367919,1.706174112,1.190050343,1.230222122,2.985962667,1.846714963,1.295151852,1.338957926,0.1486,0.1405,0.1051,0.1087
1007,2.811142715,2.444878716,1.938373164,1.841867458,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0211,0.0049,0.0016,0.0081
1008,2.577080343,1.628662409,0.97458112,0.824142424,2.577080343,1.628662409,0.97458112,0.824142424,2.580217617,1.630645103,0.975767551,0.825145715,0.0031,0.002,0.0012,0.001
1009,2.665049792,1.234790882,1.106113078,1.143608099,2.665049792,1.234790882,1.106113078,1.143608099,2.66504979,1.234790881,1.106113077,1.143608098,0,0,0,0
