parc_gid,awa_aws_0_12,awa_aws_12_24,awa_aws_24_36,awa_aws_36_48,aws0_12_g80,aws12_24_g80,aws24_36_g80,aws36_48_g80,aws0_12_l20,aws12_24_l20,aws24_36_l20,aws36_48_l20,rngalg0_12,rngal12_24,rngal24_36,rngal36_48,logrg0_12,logrg12_24,logrg24_36,logrg36_48
1331,2.849601435,2.45375511,1.935416353,1.827077836,2.849601435,2.45375511,1.935416353,1.827077836,2.849600024,2.453753895,1.935415395,1.827076932,0.0000014,0.0000012,0.000001,0.0000009,0.0000014,0.0000012,0.000001,0.0000009
1332,2.792173536,2.413729303,1.907717498,1.805594492,2.792173536,2.413729303,1.907717498,1.805594492,2.834421641,2.450251206,1.936582985,1.832914766,0.0422481,0.0365219,0.0288655,0.0273203,0.04138,0.0358708,0.0284567,0.0269538
1333,2.751334914,1.87019606,1.456038157,1.463771184,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.211335,0.110196,0.0060382,0.0362288,0.191723,0.104537,0.00602,0.035588
1334,7.486608306,4.297372822,3.752233619,1.654555907,7.486608306,4.297372822,3.752233619,1.654555907,7.951902759,4.695763047,4.290003805,1.628011079,0.465294,0.39839,0.53777,0.0265448,0.382056,0.335322,0.430333,0.0261986
1335,2.736853121,1.729635558,1.035002804,0.87523727,2.736853121,1.729635558,1.035002804,0.87523727,2.869530313,1.813484847,1.08517768,0.917667031,0.132677,0.0838493,0.0501749,0.0424298,0.124584,0.0805189,0.0489567,0.0415543
1336,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
1337,2.865305612,2.458755434,1.934290976,1.8206403,2.865305612,2.458755434,1.934290976,1.8206403,2.866289493,2.457605295,1.934131565,1.82065791,0.0009839,0.0011501,0.0001594,0.0000176,0.0009834,0.0011495,0.0001594,0.0000176
1338,2.857831964,2.455653517,1.934782098,1.823910724,2.857831964,2.455653517,1.934782098,1.823910724,2.857832041,2.455653584,1.93478215,1.823910774,0.0000001,0.0000001,0.0000001,0,0.0000001,0.0000001,0.0000001,0
1339,2.506989143,2.360294129,1.846107243,1.838719951,2.506989143,2.360294129,1.846107243,1.838719951,2.506988926,2.360293924,1.846107083,1.838719792,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002
1340,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0,0,0,0,0,0,0,0
1341,3.114666389,2.473811438,1.846018891,1.696933683,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.194666,0.0038114,0.083981,0.103066,0.177867,0.0038042,0.0806404,0.0980936
1342,2.919803111,2.469954678,1.930015217,1.800075987,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.000197,0.0000453,0.0000153,0.000076,0.000197,0.0000453,0.0000153,0.000076
1343,2.746888556,2.424016697,1.894836211,1.816228524,2.746888556,2.424016697,1.894836211,1.816228524,2.746889458,2.424017493,1.894836833,1.81622912,0.0000009,0.0000008,0.0000006,0.0000006,0.0000009,0.0000008,0.0000006,0.0000006
1344,3.344534948,1.730939088,1.162712646,1.195224792,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0.115465,0.0490609,0.0372874,0.0447752,0.109271,0.0478954,0.036609,0.0438017
1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
1347,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0,0,0,0,0
1348,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1349,2.52698704,1.658815961,1.38001661,1.427505957,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.013013,0.101184,0.0699834,0.072494,0.0129291,0.096386,0.0676431,0.0699868
1350,2.615959058,1.989334758,1.60377144,1.595084889,2.615959058,1.989334758,1.60377144,1.595084889,2.625526714,2.018221234,1.623140139,1.607061572,0.0095677,0.0288865,0.0193687,0.0119767,0.0095222,0.0284771,0.0191835,0.0119055
1351,2.467292953,1.768825389,1.453859903,1.502535121,2.467292953,1.768825389,1.453859903,1.502535121,2.456626671,1.770119986,1.454426078,1.502906947,0.0106663,0.0012946,0.0005662,0.0003718,0.0106098,0.0012938,0.000566,0.0003718
1352,1.883056188,1.466374105,1.073547338,0.99298151,1.883056188,1.466374105,1.073547338,0.99298151,1.445378345,1.264058533,1.005030155,0.958404996,0.437678,0.202316,0.0685172,0.0345765,0.363029,0.18425,0.0662719,0.0339922
1353,2.567033086,1.496123578,0.944920155,0.976417493,2.567033086,1.496123578,0.944920155,0.976417493,2.567033099,1.496123585,0.944920159,0.976417498,0,0,0,0,0,0,0,0
1354,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1355,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1356,2.656341185,1.271359104,1.130056366,1.168422054,2.656341185,1.271359104,1.130056366,1.168422054,2.656342878,1.271359914,1.130057086,1.168422799,0.0000017,0.0000008,0.0000007,0.0000007,0.0000017,0.0000008,0.0000007,0.0000007
1357,2.449073153,1.69699557,1.398092942,1.446303043,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0909268,0.0630044,0.0519071,0.053697,0.0870276,0.0610992,0.0506048,0.0523049
1358,2.655784312,2.048788754,1.65554413,1.643356056,2.655784312,2.048788754,1.65554413,1.643356056,2.632563859,2.011773732,1.6314252,1.629589402,0.0232205,0.037015,0.0241189,0.0137667,0.022955,0.0363464,0.0238326,0.0136728
1359,8.478142628,5.497482957,3.786996623,1.764419224,8.478142628,5.497482957,3.786996623,1.764419224,9.281531902,6.218636165,4.179741124,1.886183094,0.803389,0.721153,0.392745,0.121764,0.589668,0.542994,0.331277,0.114902
1360,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1361,2.271828381,1.574180296,1.296909903,1.341630934,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.268172,0.18582,0.15309,0.158369,0.237576,0.170435,0.142445,0.147013
1362,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1363,3.463026765,1.784477879,1.201828881,1.240125856,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0.0030268,0.0044779,0.0018289,0.0001259,0.0030222,0.0044679,0.0018272,0.0001258
1364,2.892170482,2.463579558,1.932142782,1.810706541,2.892170482,2.463579558,1.932142782,1.810706541,2.892167662,2.463577156,1.932140898,1.810704776,0.0000028,0.0000024,0.0000019,0.0000018,0.0000028,0.0000024,0.0000019,0.0000018
1365,2.634002341,2.397012656,1.89585738,1.851687889,2.634002341,2.397012656,1.89585738,1.851687889,2.62549636,2.394842206,1.894842206,1.853225562,0.008506,0.0021705,0.0010152,0.0015377,0.00847,0.0021681,0.0010147,0.0015365
1366,2.575578067,1.826474988,1.49494081,1.528087974,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0355781,0.066475,0.0449408,0.028088,0.0349598,0.0643588,0.0439602,0.0277008
1367,2.76868401,1.781996679,1.10823363,0.786550818,2.76868401,1.781996679,1.10823363,0.786550818,2.429141863,1.535168296,0.918634844,0.77683215,0.339542,0.246828,0.189599,0.0097187,0.292328,0.220603,0.173616,0.0096717
1368,2.866530151,2.48782344,1.935941218,1.81188236,2.866530151,2.48782344,1.935941218,1.81188236,2.866530015,2.487823322,1.935941126,1.811882274,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001
1369,3.319923502,1.864046873,1.200000303,1.240000313,3.319923502,1.864046873,1.200000303,1.240000313,3.319922664,1.864046402,1.2,1.24,0.0000008,0.0000005,0.0000003,0.0000003,0.0000008,0.0000005,0.0000003,0.0000003
1370,2.539014676,1.522954041,1.293230833,1.336338527,2.539014676,1.522954041,1.293230833,1.336338527,2.539015213,1.522954362,1.293231106,1.336338809,0.0000005,0.0000003,0.0000003,0.0000003,0.0000005,0.0000003,0.0000003,0.0000003
1371,2.908524911,2.460293248,1.922415272,1.792926254,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0114752,0.0097067,0.0075846,0.0070737,0.0114099,0.0096599,0.007556,0.0070488
1372,2.716737878,2.417757948,1.902768624,1.833654991,2.716737878,2.417757948,1.902768624,1.833654991,2.716738002,2.417758058,1.902768711,1.833655075,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001
1373,2.849172824,2.493606125,1.937867829,1.815737366,2.849172824,2.493606125,1.937867829,1.815737366,2.849175236,2.493608236,1.937869469,1.815738902,0.0000024,0.0000021,0.0000016,0.0000015,0.0000024,0.0000021,0.0000016,0.0000015
1374,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0,0,0,0,0
1375,2.986891998,2.512697854,1.934803974,1.80856179,2.986891998,2.512697854,1.934803974,1.80856179,2.8299999,2.5,1.9400001,1.8200001,0.156892,0.0126979,0.0051961,0.0114383,0.145737,0.012618,0.0051827,0.0113734
1376,2.883546086,2.461587682,1.932804243,1.814020947,2.883546086,2.461587682,1.932804243,1.814020947,2.883545906,2.461587528,1.932804123,1.814020833,0.0000002,0.0000002,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001
1377,3.310269717,1.864010112,1.198186289,1.238125832,3.310269717,1.864010112,1.198186289,1.238125832,3.315280518,1.866831689,1.2,1.24,0.0050108,0.0028216,0.0018137,0.0018742,0.0049983,0.0028176,0.0018121,0.0018724
1378,0.970809739,0.821198621,0.641665286,0.598444339,0.970809739,0.821198621,0.641665286,0.598444339,0.970879811,0.821257894,0.641711601,0.598487534,0.0000701,0.0000593,0.0000463,0.0000432,0.0000701,0.0000593,0.0000463,0.0000432
1379,2.877025339,2.484324704,1.934774837,1.809549842,2.877025339,2.484324704,1.934774837,1.809549842,2.877025493,2.484324837,1.934774941,1.809549939,0.0000002,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000001
1380,7.368982032,5.175029529,4.232216441,2.036493886,7.368982032,5.175029529,4.232216441,2.036493886,2.9200001,2.47,1.9299999,1.8,4.4489799,2.70503,2.3022201,0.236494,1.69543,1.30969,1.19459,0.21228
1381,2.53780419,2.370769665,1.870769714,1.85494483,2.53780419,2.370769665,1.870769714,1.85494483,2.537804437,2.370769896,1.870769896,1.854945011,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002,0.0000002
1382,2.773914704,2.385085495,1.879816201,1.77285918,2.773914704,2.385085495,1.879816201,1.77285918,2.85531039,2.455071667,1.934976127,1.824880638,0.0813957,0.0699862,0.0551599,0.0520215,0.0782525,0.0676458,0.0536923,0.0507136
1383,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
1384,2.808693444,1.900104421,1.457676932,1.453938237,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.268693,0.140104,0.0076769,0.0460618,0.237987,0.131119,0.0076476,0.0450324
1385,1.84637881,1.279380593,1.054035148,1.090381187,1.84637881,1.279380593,1.054035148,1.090381187,1.846379765,1.279381254,1.054035693,1.090381751,0.000001,0.0000007,0.0000005,0.0000006,0.000001,0.0000007,0.0000005,0.0000006
1386,2.689133598,1.133640433,1.039883654,1.074970332,2.689133598,1.133640433,1.039883654,1.074970332,2.689133264,1.133640292,1.039883524,1.074970198,0.0000003,0.0000001,0.0000001,0.0000001,0.0000003,0.0000001,0.0000001,0.0000001
1387,3.87257891,2.488673349,1.519077475,1.2956871,3.9400001,2.49,1.49,1.26,3.9400001,2.49,1.49,1.26,0.0674212,0.0013267,0.0290775,0.0356871,0.0652456,0.0013258,0.0286628,0.0350651
1388,2.567192437,1.272225843,1.121678109,1.159821108,2.567192437,1.272225843,1.121678109,1.159821108,2.64674952,1.311652018,1.156438821,1.195763869,0.0795571,0.0394262,0.0347607,0.0359428,0.0765509,0.0386688,0.0341702,0.0353119
1389,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1390,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0,0,0,0,0
1391,1.000626909,0.854191149,0.670694449,0.629470497,1.000626909,0.854191149,0.670694449,0.629470497,0.8306189,0.702612539,0.549004911,0.512025332,0.170008,0.151579,0.12169,0.117445,0.157011,0.141134,0.114836,0.111045
1392,2.822902248,2.447593862,1.937470269,1.837346873,2.822902248,2.447593862,1.937470269,1.837346873,2.822900728,2.447592545,1.937469226,1.837345884,0.0000015,0.0000013,0.000001,0.000001,0.0000015,0.0000013,0.000001,0.000001
1393,2.590654095,2.371610195,1.875014988,1.83769321,2.590654095,2.371610195,1.875014988,1.83769321,2.606703328,2.389683331,1.889683331,1.853594052,0.0160492,0.0180731,0.0146683,0.0159008,0.0159218,0.0179117,0.0145618,0.0157757
1394,2.606608145,1.480248004,1.266829103,1.310168343,2.606608145,1.480248004,1.266829103,1.310168343,2.606607681,1.480247741,1.266828878,1.31016811,0.0000005,0.0000003,0.0000002,0.0000002,0.0000005,0.0000003,0.0000002,0.0000002
1395,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
1396,3.368618397,1.834828916,1.199999986,1.239999985,3.368618397,1.834828916,1.199999986,1.239999985,3.368618437,1.834828938,1.2,1.24,0,0,0,0,0,0,0,0
1397,2.583147417,2.38052359,1.861576817,1.83158002,2.583147417,2.38052359,1.861576817,1.83158002,2.58314731,2.380523492,1.86157674,1.831579944,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001
1398,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0,0,0,0,0,0,0,0
1399,2.491284654,1.61205299,0.991313578,0.849932877,2.491284654,1.61205299,0.991313578,0.849932877,2.612480813,1.651034787,0.987968607,0.835463386,0.121196,0.0389818,0.003345,0.0144695,0.114396,0.0382412,0.0033394,0.0143658
1400,2.880556061,2.460896677,1.933033048,1.815169325,2.880556061,2.460896677,1.933033048,1.815169325,2.880557487,2.460897896,1.933034005,1.815170224,0.0000014,0.0000012,0.000001,0.0000009,0.0000014,0.0000012,0.000001,0.0000009
1401,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1402,2.91358934,2.468521698,1.930494362,1.802467462,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0064108,0.0014783,0.0004945,0.0024675,0.0063903,0.0014772,0.0004943,0.0024644
1403,2.355945483,2.320172039,1.815425641,1.852878917,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0759455,0.020172,0.0154256,0.0071211,0.0731998,0.0199712,0.0153078,0.0070958
1404,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
1405,2.616888976,1.820759017,1.471139257,1.501562439,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.076889,0.060759,0.0211393,0.0015624,0.0740763,0.0589847,0.020919,0.0015612
1406,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0,0,0,0,0
1407,2.797162057,2.441656275,1.93945324,1.847250898,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0071621,0.0016562,0.0005469,0.0027491,0.0071365,0.0016548,0.0005467,0.0027453
1408,2.855220269,2.455050619,1.93498276,1.824914893,2.855220269,2.455050619,1.93498276,1.824914893,2.855220667,2.455050961,1.934983029,1.824915147,0.0000004,0.0000003,0.0000003,0.0000003,0.0000004,0.0000003,0.0000003,0.0000003
1409,1.52678068,1.278981936,0.98844373,0.932002543,1.52678068,1.278981936,0.98844373,0.932002543,1.315518375,1.150489236,0.914733254,0.872297131,0.211262,0.128493,0.0737105,0.0597054,0.191663,0.120883,0.0711204,0.0579909
1410,1.009054584,0.588099297,0.371431135,0.383812173,1.009054584,0.588099297,0.371431135,0.383812173,1.009633658,0.588436795,0.371644291,0.384032434,0.0005791,0.0003375,0.0002132,0.0002203,0.0005789,0.0003374,0.0002131,0.0002202
1411,2.897496559,2.477496158,1.93249706,1.80499724,2.897496559,2.477496158,1.93249706,1.80499724,2.897500772,2.477499759,1.93249987,1.804999865,0.0000042,0.0000036,0.0000028,0.0000026,0.0000042,0.0000036,0.0000028,0.0000026
1412,3.682780989,2.484956422,1.600957152,1.396174733,3.682780989,2.484956422,1.600957152,1.396174733,3.682781089,2.48495649,1.600957195,1.396174771,0.0000001,0.0000001,0,0,0.0000001,0.0000001,0,0
1413,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0,0,0,0,0
1414,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0,0,0,0,0,0,0,0
1415,2.910587812,2.46782802,1.93072403,1.803620235,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0094123,0.002172,0.0007241,0.0036202,0.0093683,0.0021696,0.0007239,0.0036137
1416,5.197980397,3.775497993,3.2148621,2.941333952,5.197980397,3.775497993,3.2148621,2.941333952,5.303808577,3.836151494,3.274554376,2.994358601,0.105828,0.0606535,0.0596923,0.0530246,0.100594,0.0588852,0.0579786,0.0516666
1417,2.354114285,0.790432534,0.773249218,0.799024192,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.385886,0.129567,0.126751,0.130976,0.32634,0.121834,0.119338,0.123081
1418,2.967213364,2.478865152,1.893269329,1.762572484,2.967213364,2.478865152,1.893269329,1.762572484,2.878111417,2.483962863,1.934654281,1.809308622,0.0891019,0.0050977,0.041385,0.0467361,0.0853534,0.0050848,0.0405516,0.0456768
1419,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1420,2.570001224,1.474947698,1.26232959,1.304719403,2.570001224,1.474947698,1.26232959,1.304719403,2.576915143,1.40925457,1.219079067,1.259715036,0.0069139,0.0656931,0.0432505,0.0450044,0.0068901,0.0636254,0.0423413,0.0440211
1421,2.681051889,0.900207204,0.880637482,0.909992065,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.0589481,0.0197928,0.0193625,0.0200079,0.0572761,0.0195995,0.0191774,0.0198104
1422,2.915687764,2.469006242,1.930333295,1.801660856,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0043123,0.0009938,0.0003334,0.0016609,0.0043031,0.0009933,0.0003333,0.0016595
1423,3.085382927,1.821797079,1.279970548,1.323169371,3.085382927,1.821797079,1.279970548,1.323169371,3.085383185,1.821797231,1.279970655,1.323169481,0.0000003,0.0000002,0.0000001,0.0000001,0.0000003,0.0000002,0.0000001,0.0000001
1424,2.543968281,2.372462098,1.872462049,1.85482434,2.543968281,2.372462098,1.872462049,1.85482434,2.543968029,2.372461864,1.872461864,1.854824156,0.0000003,0.0000002,0.0000002,0.0000002,0.0000003,0.0000002,0.0000002,0.0000002
1425,8.91178985,5.056456847,3.713994238,1.923701811,8.91178985,5.056456847,3.713994238,1.923701811,8.952875041,5.077686093,3.730628327,1.92791456,0.0410852,0.0212292,0.0166341,0.0042128,0.0402636,0.021007,0.0164973,0.0042039
1426,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1427,2.607237881,1.477601637,1.265096328,1.308372558,2.607237881,1.477601637,1.265096328,1.308372558,2.607237726,1.477601549,1.265096253,1.30837248,0.0000002,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000001
1428,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1429,2.859355165,2.490214961,1.936738364,1.81347671,2.859355165,2.490214961,1.936738364,1.81347671,2.859355142,2.490214941,1.936738349,1.813476695,0,0,0,0,0,0,0,0
1430,2.448332155,2.344870592,1.835453625,1.845528936,2.448332155,2.344870592,1.835453625,1.845528936,2.436074225,2.341457209,1.831702548,1.845368044,0.0122579,0.0034134,0.0037511,0.0001609,0.0121834,0.0034076,0.0037441,0.0001609
1431,2.03912523,1.412937168,1.164067553,1.204207813,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.500875,0.347063,0.285932,0.295792,0.406048,0.297927,0.251484,0.259122
1432,2.844672835,2.492845206,1.938232538,1.817391139,2.844672835,2.492845206,1.938232538,1.817391139,2.8299999,2.5,1.9400001,1.8200001,0.0146729,0.0071548,0.0017676,0.002609,0.0145663,0.0071293,0.001766,0.0026056
1433,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
1434,3.654774621,2.201913692,1.35655887,1.25079726,3.654774621,2.201913692,1.35655887,1.25079726,3.68604934,2.269660403,1.381697486,1.252530861,0.0312747,0.0677467,0.0251386,0.0017336,0.0307956,0.0655505,0.0248278,0.0017321
1435,2.801343594,2.44262139,1.939131755,1.845642857,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0113436,0.0026213,0.0008683,0.0043571,0.0112797,0.0026179,0.000868,0.0043477
1436,2.959295046,1.206911135,1.007820079,0.990306123,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.219295,0.286911,0.10782,0.0603061,0.198273,0.252245,0.102394,0.0585576
1437,2.826422629,2.447931272,1.936403677,1.835664222,2.826422629,2.447931272,1.936403677,1.835664222,2.823981164,2.447841875,1.937386114,1.836930332,0.0024415,0.0000894,0.0009824,0.0012661,0.0024385,0.0000894,0.000982,0.0012653
1438,2.839088647,2.451326143,1.936221507,1.831116414,2.839088647,2.451326143,1.936221507,1.831116414,2.839091903,2.451328954,1.936223727,1.831118513,0.0000033,0.0000028,0.0000022,0.0000021,0.0000033,0.0000028,0.0000022,0.0000021
1439,2.865918213,2.457519475,1.934159957,1.820800481,2.865918213,2.457519475,1.934159957,1.820800481,2.865918438,2.457519668,1.934160108,1.820800623,0.0000002,0.0000002,0.0000002,0.0000001,0.0000002,0.0000002,0.0000002,0.0000001
1440,3.261440021,1.901249492,1.200614139,1.240042277,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0.00144,0.0012495,0.0006141,0.0000423,0.001439,0.0012487,0.000614,0.0000423
1441,3.228949434,2.148531192,1.486765924,1.386569058,3.228949434,2.148531192,1.486765924,1.386569058,3.285799872,2.148881334,1.471308566,1.372148603,0.0568504,0.0003501,0.0154574,0.0144205,0.0552932,0.0003501,0.0153392,0.0143175
1442,11.04972285,7.11237298,6.644965782,2.034888216,11.04972285,7.11237298,6.644965782,2.034888216,11.04973624,7.112381596,6.644973832,2.034890681,0.0000134,0.0000086,0.000008,0.0000025,0.0000134,0.0000086,0.000008,0.0000025
1443,2.559007598,2.376590507,1.876590467,1.854529412,2.559007598,2.376590507,1.876590467,1.854529412,2.559007398,2.376590321,1.876590321,1.854529267,0.0000002,0.0000002,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001
1444,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1445,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0,0,0,0,0,0,0,0
1446,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
1447,2.559263369,2.376660604,1.876660599,1.854524267,2.559263369,2.376660604,1.876660599,1.854524267,2.559263342,2.37666058,1.87666058,1.854524248,0,0,0,0,0,0,0,0
1448,10.72984432,7.107106345,5.658144273,2.048531703,10.72984432,7.107106345,5.658144273,2.048531703,11.79131753,7.970582571,6.327612307,2.180403063,1.06147,0.863476,0.669468,0.131871,0.723419,0.622444,0.512505,0.123872
1449,2.479856283,1.884913595,1.530962503,1.583275717,2.479856283,1.884913595,1.530962503,1.583275717,2.479856381,1.88491367,1.530962564,1.58327578,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001
1450,2.595874622,1.525324786,1.296343567,1.34075606,2.595874622,1.525324786,1.296343567,1.34075606,2.595874998,1.525325007,1.296343755,1.340756255,0.0000004,0.0000002,0.0000002,0.0000002,0.0000004,0.0000002,0.0000002,0.0000002
1451,2.502188232,2.082522655,1.662275691,1.677851991,2.502188232,2.082522655,1.662275691,1.677851991,2.451332806,2.345510269,1.834801944,1.843937552,0.0508554,0.262988,0.172526,0.166086,0.0496045,0.23348,0.15916,0.153653
1452,2.745693647,1.799996249,1.378579078,1.425722239,2.745693647,1.799996249,1.378579078,1.425722239,2.745693079,1.799995876,1.378578792,1.425721944,0.0000006,0.0000004,0.0000003,0.0000003,0.0000006,0.0000004,0.0000003,0.0000003
1453,3.736803229,2.189438188,1.367235293,1.251533412,3.736803229,2.189438188,1.367235293,1.251533412,3.736803413,2.189438296,1.36723536,1.251533473,0.0000002,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000001
1454,2.337062491,1.619381884,1.334149847,1.380155014,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.202938,0.140618,0.11585,0.119845,0.184767,0.13157,0.109616,0.11319
1455,2.328662875,0.787182062,0.768483206,0.794109042,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.411337,0.132818,0.131517,0.135891,0.344537,0.124708,0.123559,0.127417
1456,2.071646669,1.55093815,1.099466752,1.004556628,2.071646669,1.55093815,1.099466752,1.004556628,2.191261448,1.640487747,1.162948848,1.062558709,0.119615,0.0895496,0.0634821,0.0580021,0.112985,0.0857644,0.0615485,0.0563823
1457,2.443722073,1.386075296,1.186530231,1.227120305,2.443722073,1.386075296,1.186530231,1.227120305,2.606981902,1.478676013,1.26579977,1.30910158,0.16326,0.0926007,0.0792695,0.0819813,0.151226,0.0885608,0.0762844,0.0787939
1458,2.686076288,1.146481472,1.048291485,1.083683902,2.686076288,1.146481472,1.048291485,1.083683902,2.686075881,1.146481298,1.048291326,1.083683738,0.0000004,0.0000002,0.0000002,0.0000002,0.0000004,0.0000002,0.0000002,0.0000002
1459,2.813800725,2.445492714,1.938169434,1.840846145,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0238007,0.0054926,0.0018307,0.0091539,0.0235219,0.0054776,0.001829,0.0091122
